Source,Target,Type,Id,Label,Weight
088p,1409p,Undirected,189030,,8
089c,217c,Undirected,189031,,1
089c,248c,Undirected,189032,,1
089c,346c,Undirected,189033,,1
089c,569c,Undirected,189034,,2
089p,1084p,Undirected,189035,,22
089p,1151p,Undirected,189036,,22
089p,1358p,Undirected,189037,,22
089p,498c,Undirected,189038,,22
090c,204c,Undirected,189039,,1
090c,346c,Undirected,189040,,1
090c,389c,Undirected,189041,,1
090p,020c,Undirected,189042,,1
090p,114p,Undirected,189043,,1
090p,056c,Undirected,189044,,1
090p,074c,Undirected,189045,,1
090p,258p,Undirected,189046,,1
090p,452p,Undirected,189047,,1
090p,528p,Undirected,189048,,1
090p,225c,Undirected,189049,,1
090p,746p,Undirected,189050,,2
090p,881p,Undirected,189051,,1
090p,346c,Undirected,189052,,1
090p,460c,Undirected,189053,,1
090p,1673p,Undirected,189054,,1
090p,1762p,Undirected,189055,,1
091c,466c,Undirected,189056,,1
091c,556c,Undirected,189057,,24
091p,019c,Undirected,189058,,2
091p,105c,Undirected,189060,,1
091p,166c,Undirected,189061,,1
091p,260c,Undirected,189062,,1
091p,312c,Undirected,189063,,2
091p,400c,Undirected,189064,,2
091p,569c,Undirected,189065,,2
092p,213p,Undirected,189066,,14
092p,374p,Undirected,189067,,14
092p,407p,Undirected,189068,,14
092p,690p,Undirected,189069,,14
092p,1174p,Undirected,189070,,15
093p,213c,Undirected,189071,,1
093p,312c,Undirected,189072,,1
093p,349c,Undirected,189073,,1
093p,450c,Undirected,189074,,1
093p,448c,Undirected,189075,,1
095c,105c,Undirected,189076,,1
095c,616p,Undirected,189077,,2
095c,443c,Undirected,189078,,1
095c,515c,Undirected,189079,,1
095p,229c,Undirected,189080,,5
095p,1906p,Undirected,189081,,3
095p,121p,Undirected,189082,,5
095p,191p,Undirected,189083,,2
095p,927p,Undirected,189084,,8
095p,553c,Undirected,189085,,8
095p,1831p,Undirected,189086,,8
096c,199c,Undirected,189087,,2
096c,047c,Undirected,189088,,1
096c,167c,Undirected,189089,,1
096c,180c,Undirected,189090,,1
096c,272c,Undirected,189091,,7
096c,346c,Undirected,189092,,14
096c,349c,Undirected,189093,,4
096c,389c,Undirected,189094,,2
096c,430c,Undirected,189095,,4
096c,448c,Undirected,189096,,2
096c,515c,Undirected,189097,,4
096c,531c,Undirected,189098,,1
096p,229c,Undirected,189099,,3
096p,1111p,Undirected,189100,,3
096p,1744p,Undirected,189101,,3
097c,246c,Undirected,189102,,4
097p,096c,Undirected,189103,,1
097p,272c,Undirected,189104,,1
097p,346c,Undirected,189105,,1
097p,408c,Undirected,189106,,1
097p,515c,Undirected,189107,,1
099c,217c,Undirected,189108,,1
099c,229c,Undirected,189109,,1
099c,011c,Undirected,189110,,1
099c,014c,Undirected,189111,,1
099c,064c,Undirected,189112,,1
099c,067c,Undirected,189113,,1
099c,248c,Undirected,189114,,1
099c,284c,Undirected,189115,,2
099c,317c,Undirected,189116,,1
099c,412c,Undirected,189117,,1
099p,204c,Undirected,189118,,1
099p,389c,Undirected,189119,,1
099p,531c,Undirected,189120,,1
099p,532c,Undirected,189121,,1
1000p,440p,Undirected,189122,,42
1000p,169c,Undirected,189123,,42
1000p,369c,Undirected,189124,,10
1000p,1225p,Undirected,189125,,1
1000p,495c,Undirected,189126,,42
1000p,1487p,Undirected,189127,,1
1000p,1560p,Undirected,189128,,42
1000p,1811p,Undirected,189129,,1
1000p,547c,Undirected,189130,,1
1001p,463p,Undirected,189131,,10
1001p,1067p,Undirected,189132,,10
1001p,1875p,Undirected,189133,,10
1002p,025c,Undirected,189134,,1
1002p,114c,Undirected,189135,,1
1002p,389c,Undirected,189136,,1
1002p,403c,Undirected,189137,,1
1002p,1464p,Undirected,189138,,1
1003p,205p,Undirected,189139,,1
1003p,683p,Undirected,189140,,1
1003p,245c,Undirected,189141,,2
1003p,736p,Undirected,189142,,1
1003p,534c,Undirected,189143,,1
1004p,087p,Undirected,189144,,1
1004p,500p,Undirected,189145,,1
1004p,741p,Undirected,189146,,1
1004p,921p,Undirected,189147,,1
1005p,231c,Undirected,189148,,1
1005p,390c,Undirected,189149,,1
1005p,496c,Undirected,189150,,1
1005p,569c,Undirected,189151,,1
1006p,872p,Undirected,189152,,12
1006p,1452p,Undirected,189153,,12
1007p,056c,Undirected,189154,,2
1007p,220c,Undirected,189155,,2
1007p,349c,Undirected,189156,,2
1007p,515c,Undirected,189157,,2
1007p,525c,Undirected,189158,,2
1007p,531c,Undirected,189159,,2
1008p,199c,Undirected,189160,,1
1008p,105c,Undirected,189161,,1
1008p,123c,Undirected,189162,,1
1008p,515c,Undirected,189163,,1
1009p,217c,Undirected,189164,,5
1009p,568p,Undirected,189165,,5
1009p,880p,Undirected,189166,,5
1009p,1227p,Undirected,189167,,5
1009p,1476p,Undirected,189168,,5
100p,204c,Undirected,189169,,1
100p,247c,Undirected,189170,,1
100p,279c,Undirected,189171,,1
100p,928p,Undirected,189172,,1
1010p,048p,Undirected,189173,,3
1010p,918p,Undirected,189174,,3
1010p,1386p,Undirected,189175,,3
1010p,1619p,Undirected,189176,,3
1011p,217c,Undirected,189177,,1
1011p,056c,Undirected,189178,,1
1011p,334c,Undirected,189179,,1
1011p,346c,Undirected,189180,,2
1011p,349c,Undirected,189182,,1
1011p,389c,Undirected,189183,,1
1011p,448c,Undirected,189184,,1
1011p,1334p,Undirected,189185,,1
1012p,217c,Undirected,189186,,1
1012p,229c,Undirected,189187,,1
1012p,173c,Undirected,189188,,1
1012p,220c,Undirected,189189,,1
1014p,294p,Undirected,189190,,1
1015p,199p,Undirected,189191,,1
1015p,1721p,Undirected,189192,,1
1016p,361p,Undirected,189193,,1
1016p,739p,Undirected,189194,,1
1016p,1067p,Undirected,189195,,1
1017p,091c,Undirected,189196,,6
1017p,393p,Undirected,189197,,17
1017p,198c,Undirected,189198,,5
1017p,420c,Undirected,189199,,2
1017p,556c,Undirected,189200,,6
1018p,056c,Undirected,189201,,1
1018p,589p,Undirected,189202,,1
1018p,637p,Undirected,189203,,1
1019p,245c,Undirected,189204,,20
101p,517p,Undirected,189205,,1
101p,736p,Undirected,189206,,1
101p,246c,Undirected,189207,,1
101p,1266p,Undirected,189208,,1
101p,1455p,Undirected,189209,,4
101p,1471p,Undirected,189210,,1
101p,1790p,Undirected,189211,,2
1020p,090p,Undirected,189212,,1
1020p,528p,Undirected,189213,,1
1020p,225c,Undirected,189214,,1
1022p,349c,Undirected,189215,,1
1022p,352c,Undirected,189216,,1
1022p,515c,Undirected,189217,,1
1023p,496p,Undirected,189218,,1
1024p,033p,Undirected,189219,,1
1026p,193c,Undirected,189220,,20
1026p,1835p,Undirected,189221,,20
1028p,440p,Undirected,189222,,42
1028p,169c,Undirected,189223,,42
1028p,1000p,Undirected,189224,,42
1028p,495c,Undirected,189225,,42
1028p,1560p,Undirected,189226,,42
1029p,1459p,Undirected,189227,,1
102c,193c,Undirected,189228,,2
102c,122c,Undirected,189229,,2
102c,220c,Undirected,189230,,1
102c,253c,Undirected,189231,,1
102c,313c,Undirected,189232,,1
102c,481c,Undirected,189233,,1
102c,569c,Undirected,189234,,2
102p,007c,Undirected,189235,,1
1030p,148c,Undirected,189236,,3
1030p,759p,Undirected,189237,,3
1030p,400c,Undirected,189238,,3
1030p,1765p,Undirected,189239,,3
1031p,139p,Undirected,189240,,21
1031p,316p,Undirected,189241,,21
1031p,639p,Undirected,189242,,21
1031p,845p,Undirected,189243,,1
1031p,947p,Undirected,189244,,21
1031p,1422p,Undirected,189245,,21
1031p,1489p,Undirected,189246,,1
1032p,265p,Undirected,189247,,39
1032p,703p,Undirected,189248,,39
1032p,245c,Undirected,189249,,39
1032p,775p,Undirected,189250,,39
1032p,1422p,Undirected,189251,,39
1032p,1466p,Undirected,189252,,39
1033p,542p,Undirected,189253,,1
1033p,544p,Undirected,189254,,1
1033p,1568p,Undirected,189255,,1
1035p,1286p,Undirected,189256,,5
1035p,569c,Undirected,189257,,5
1036p,1911p,Undirected,189258,,2
1036p,127p,Undirected,189259,,2
1036p,681p,Undirected,189260,,2
1036p,695p,Undirected,189261,,2
1036p,493c,Undirected,189262,,2
1037p,326p,Undirected,189263,,7
1037p,929p,Undirected,189264,,7
1037p,1621p,Undirected,189265,,7
1038p,126p,Undirected,189266,,1
1038p,104c,Undirected,189267,,1
1038p,389c,Undirected,189268,,1
1038p,569c,Undirected,189269,,1
1039p,845p,Undirected,189270,,1
1039p,1031p,Undirected,189271,,1
1039p,1489p,Undirected,189272,,1
103c,200c,Undirected,189273,,1
103c,349c,Undirected,189274,,1
103p,058c,Undirected,189275,,1
103p,250c,Undirected,189276,,1
103p,884p,Undirected,189277,,1
103p,346c,Undirected,189278,,1
103p,1185p,Undirected,189279,,1
1040p,852p,Undirected,189280,,3
1040p,904p,Undirected,189281,,3
1040p,1788p,Undirected,189282,,3
1040p,544c,Undirected,189283,,3
1040p,1814p,Undirected,189284,,3
1043p,789p,Undirected,189285,,1
1043p,346c,Undirected,189286,,1
1044p,208c,Undirected,189287,,1
1044p,282c,Undirected,189288,,1
1044p,448c,Undirected,189289,,1
1044p,1680p,Undirected,189290,,1
1044p,531c,Undirected,189291,,1
1044p,569c,Undirected,189292,,1
1045p,229c,Undirected,189293,,2
1045p,1913p,Undirected,189294,,2
1045p,1094p,Undirected,189295,,2
1047p,025c,Undirected,189296,,1
1047p,105c,Undirected,189297,,1
1047p,349p,Undirected,189298,,2
1047p,303c,Undirected,189299,,2
1047p,352c,Undirected,189300,,2
1047p,389c,Undirected,189301,,3
1047p,392c,Undirected,189302,,2
1047p,1361p,Undirected,189303,,2
1047p,515c,Undirected,189304,,2
1049p,320c,Undirected,189305,,1
1049p,513c,Undirected,189306,,1
104c,056c,Undirected,189307,,1
104c,284c,Undirected,189308,,1
104c,389c,Undirected,189309,,2
104c,569c,Undirected,189310,,1
1050p,468p,Undirected,189311,,1
1050p,1393p,Undirected,189312,,1
1050p,1800p,Undirected,189313,,1
1052p,105c,Undirected,189314,,1
1052p,325c,Undirected,189315,,1
1052p,349c,Undirected,189316,,1
1052p,352c,Undirected,189317,,1
1052p,389c,Undirected,189318,,1
1052p,427c,Undirected,189319,,1
1053p,011c,Undirected,189320,,1
1053p,099c,Undirected,189321,,1
1053p,317c,Undirected,189322,,1
1053p,328c,Undirected,189323,,1
1053p,412c,Undirected,189324,,1
1054p,043c,Undirected,189325,,1
1054p,250c,Undirected,189326,,1
1054p,352c,Undirected,189327,,4
1054p,389c,Undirected,189328,,10
1054p,1334p,Undirected,189329,,8
1055p,1369p,Undirected,189330,,4
1056p,033p,Undirected,189331,,1
1056p,1024p,Undirected,189332,,1
1057p,056c,Undirected,189333,,1
1057p,108c,Undirected,189334,,1
1057p,528p,Undirected,189335,,1
1057p,296c,Undirected,189336,,1
1057p,311c,Undirected,189337,,1
1057p,487c,Undirected,189338,,1
1058p,209c,Undirected,189339,,1
1058p,231c,Undirected,189340,,1
1058p,250c,Undirected,189341,,1
1058p,312c,Undirected,189342,,1
1058p,427c,Undirected,189343,,1
1059p,033p,Undirected,189344,,1
1059p,1024p,Undirected,189345,,1
1059p,1056p,Undirected,189346,,1
105c,200c,Undirected,189347,,3
105c,204c,Undirected,189348,,8
105c,222c,Undirected,189349,,1
105c,231c,Undirected,189350,,2
105c,010c,Undirected,189351,,1
105c,019c,Undirected,189352,,1
105c,025c,Undirected,189353,,1
105c,084c,Undirected,189354,,2
105c,096c,Undirected,189355,,1
105c,105c,Undirected,189356,,1
105c,115c,Undirected,189357,,1
105c,123c,Undirected,189358,,2
105c,164c,Undirected,189359,,4
105c,167c,Undirected,189360,,2
105c,616p,Undirected,189361,,1
105c,670p,Undirected,189362,,2
105c,250c,Undirected,189363,,5
105c,260c,Undirected,189364,,1
105c,308c,Undirected,189365,,1
105c,311c,Undirected,189366,,2
105c,314c,Undirected,189367,,1
105c,325c,Undirected,189368,,1
105c,928p,Undirected,189369,,1
105c,346c,Undirected,189370,,5
105c,349c,Undirected,189371,,4
105c,352c,Undirected,189372,,6
105c,389c,Undirected,189373,,23
105c,400c,Undirected,189374,,2
105c,417c,Undirected,189375,,1
105c,427c,Undirected,189376,,21
105c,443c,Undirected,189377,,2
105c,513c,Undirected,189378,,1
105c,515c,Undirected,189379,,9
105c,569c,Undirected,189380,,9
105p,409c,Undirected,189381,,44
1060p,217c,Undirected,189382,,1
1060p,018c,Undirected,189383,,1
1060p,019c,Undirected,189384,,1
1060p,033c,Undirected,189385,,1
1060p,122p,Undirected,189386,,1
1060p,056c,Undirected,189387,,1
1060p,069c,Undirected,189388,,1
1060p,108c,Undirected,189389,,1
1060p,410p,Undirected,189390,,8
1060p,177c,Undirected,189392,,1
1060p,185c,Undirected,189393,,2
1060p,223c,Undirected,189394,,1
1060p,226c,Undirected,189395,,1
1060p,695p,Undirected,189396,,6
1060p,250c,Undirected,189398,,2
1060p,267c,Undirected,189399,,1
1060p,268c,Undirected,189400,,1
1060p,789p,Undirected,189401,,1
1060p,293c,Undirected,189402,,2
1060p,292c,Undirected,189403,,1
1060p,881p,Undirected,189405,,2
1060p,390c,Undirected,189406,,1
1060p,406c,Undirected,189407,,1
1060p,425c,Undirected,189408,,1
1060p,436c,Undirected,189409,,2
1060p,438c,Undirected,189411,,1
1060p,1252p,Undirected,189412,,7
1060p,1300p,Undirected,189414,,1
1060p,464c,Undirected,189415,,1
1060p,1494p,Undirected,189416,,9
1060p,471c,Undirected,189417,,1
1060p,521c,Undirected,189419,,1
1060p,1762p,Undirected,189420,,5
1061p,169c,Undirected,189421,,1
1061p,1465p,Undirected,189422,,29
1061p,1560p,Undirected,189423,,29
1061p,1575p,Undirected,189424,,1
1061p,1778p,Undirected,189425,,1
1062p,584p,Undirected,189426,,1
1062p,250c,Undirected,189427,,1
1062p,389c,Undirected,189428,,1
1063p,012c,Undirected,189429,,1
1063p,119c,Undirected,189430,,1
1063p,486p,Undirected,189431,,1
1063p,422c,Undirected,189432,,1
1063p,569c,Undirected,189433,,1
1064p,1055p,Undirected,189434,,4
1064p,1369p,Undirected,189435,,4
1065p,200c,Undirected,189436,,1
1065p,204c,Undirected,189437,,1
1065p,032c,Undirected,189438,,1
1065p,074c,Undirected,189439,,1
1065p,105c,Undirected,189440,,1
1065p,164c,Undirected,189441,,1
1065p,169c,Undirected,189442,,1
1065p,248c,Undirected,189443,,1
1065p,250c,Undirected,189444,,1
1065p,256c,Undirected,189445,,1
1065p,282c,Undirected,189446,,1
1065p,329c,Undirected,189447,,1
1065p,333c,Undirected,189448,,1
1065p,346c,Undirected,189449,,1
1065p,387c,Undirected,189450,,7
1065p,389c,Undirected,189451,,3
1065p,390c,Undirected,189452,,1
1065p,435c,Undirected,189453,,3
1065p,480c,Undirected,189454,,7
1065p,496c,Undirected,189455,,7
1065p,528c,Undirected,189456,,1
1065p,531c,Undirected,189457,,2
1065p,565c,Undirected,189458,,1
1065p,569c,Undirected,189459,,2
1067p,252c,Undirected,189460,,1
1067p,369c,Undirected,189461,,1
1067p,1568p,Undirected,189462,,1
1067p,534c,Undirected,189463,,2
1069p,559c,Undirected,189464,,28
1069p,015c,Undirected,189465,,66
1069p,364p,Undirected,189466,,23
1069p,506p,Undirected,189467,,1
1069p,572p,Undirected,189468,,1
1069p,661p,Undirected,189469,,1
1069p,1143p,Undirected,189470,,28
1069p,1254p,Undirected,189471,,1
1069p,1266p,Undirected,189472,,1
1069p,1598p,Undirected,189473,,28
1069p,510c,Undirected,189474,,28
1069p,1862p,Undirected,189475,,28
1070p,419p,Undirected,189476,,1
1070p,127c,Undirected,189477,,1
1070p,736p,Undirected,189478,,1
1070p,246c,Undirected,189479,,1
1070p,743p,Undirected,189480,,1
1070p,252c,Undirected,189481,,1
1070p,1296p,Undirected,189482,,1
1070p,534c,Undirected,189483,,2
1071p,1240p,Undirected,189485,,1
1072p,199c,Undirected,189486,,1
1072p,204c,Undirected,189487,,1
1072p,389c,Undirected,189488,,1
1073p,794p,Undirected,189489,,5
1073p,1035p,Undirected,189490,,5
1073p,1286p,Undirected,189491,,10
1073p,1450p,Undirected,189492,,5
1073p,1643p,Undirected,189493,,10
1073p,1763p,Undirected,189494,,5
1073p,569c,Undirected,189495,,10
1074p,029p,Undirected,189496,,1
1074p,096c,Undirected,189497,,1
1074p,107c,Undirected,189498,,1
1074p,410p,Undirected,189499,,1
1074p,164c,Undirected,189500,,2
1074p,226c,Undirected,189501,,1
1074p,267c,Undirected,189502,,1
1074p,272c,Undirected,189503,,3
1074p,789p,Undirected,189504,,1
1074p,345c,Undirected,189505,,1
1074p,346c,Undirected,189506,,3
1074p,1043p,Undirected,189507,,1
1074p,1060p,Undirected,189508,,1
1074p,404c,Undirected,189509,,1
1074p,430c,Undirected,189510,,2
1074p,436c,Undirected,189511,,1
1074p,1252p,Undirected,189512,,1
1074p,1762p,Undirected,189513,,1
1075p,015p,Undirected,189514,,1
1075p,006c,Undirected,189515,,1
1075p,033c,Undirected,189516,,1
1075p,273p,Undirected,189517,,1
1075p,107c,Undirected,189518,,1
1075p,267c,Undirected,189519,,1
1075p,1163p,Undirected,189520,,1
1075p,1293p,Undirected,189521,,1
1075p,464c,Undirected,189522,,1
1075p,1410p,Undirected,189523,,1
1075p,485c,Undirected,189524,,1
1076p,050c,Undirected,189525,,1
1076p,084c,Undirected,189526,,1
1076p,248c,Undirected,189527,,1
1076p,321c,Undirected,189528,,1
1076p,352c,Undirected,189529,,1
1076p,1579p,Undirected,189530,,1
1077p,260c,Undirected,189531,,1
1077p,311c,Undirected,189532,,1
1078p,096c,Undirected,189533,,1
1078p,272c,Undirected,189534,,1
1078p,346c,Undirected,189535,,1
1079p,393c,Undirected,189536,,1
1079p,250c,Undirected,189537,,2
1079p,346c,Undirected,189538,,1
1079p,944p,Undirected,189539,,2
107c,006c,Undirected,189540,,1
107c,033c,Undirected,189541,,1
107c,096c,Undirected,189542,,1
107c,108c,Undirected,189543,,1
107c,172c,Undirected,189544,,1
107c,267c,Undirected,189545,,3
107c,272c,Undirected,189546,,2
107c,346c,Undirected,189547,,1
107c,464c,Undirected,189548,,2
107c,465c,Undirected,189549,,1
107c,485c,Undirected,189550,,2
107p,217c,Undirected,189551,,1
107p,258p,Undirected,189552,,1
107p,414p,Undirected,189553,,1
107p,568p,Undirected,189554,,1
107p,1443p,Undirected,189555,,1
107p,1567p,Undirected,189556,,1
107p,569c,Undirected,189557,,2
1080p,084c,Undirected,189558,,2
1080p,554p,Undirected,189559,,2
1080p,290c,Undirected,189560,,2
1080p,389c,Undirected,189561,,2
1080p,1228p,Undirected,189562,,2
1081p,148p,Undirected,189563,,2
1081p,386p,Undirected,189564,,2
1081p,368c,Undirected,189565,,2
1081p,374c,Undirected,189566,,2
1081p,1114p,Undirected,189567,,2
1081p,1331p,Undirected,189568,,2
1081p,1805p,Undirected,189569,,2
1082p,742p,Undirected,189570,,16
1082p,1315p,Undirected,189571,,16
1082p,1799p,Undirected,189572,,16
1082p,1827p,Undirected,189573,,16
1083p,355p,Undirected,189574,,1
1083p,358c,Undirected,189575,,1
1083p,477c,Undirected,189576,,1
1083p,539c,Undirected,189577,,1
1084p,1151p,Undirected,189578,,22
1084p,1358p,Undirected,189579,,22
1084p,498c,Undirected,189580,,22
1085p,1320p,Undirected,189581,,1
1085p,1816p,Undirected,189582,,1
1088p,200c,Undirected,189583,,1
1088p,053c,Undirected,189584,,1
1088p,072c,Undirected,189585,,1
1088p,640p,Undirected,189586,,1
1088p,1144p,Undirected,189587,,2
1088p,526c,Undirected,189588,,1
1089p,1347p,Undirected,189589,,3
108c,033c,Undirected,189590,,1
108c,056c,Undirected,189591,,1
108c,260c,Undirected,189592,,1
108c,267c,Undirected,189593,,8
108c,272c,Undirected,189594,,4
108c,296c,Undirected,189595,,1
108c,346c,Undirected,189596,,1
108c,447c,Undirected,189597,,1
108c,465c,Undirected,189598,,2
108c,485c,Undirected,189599,,2
108c,529c,Undirected,189600,,1
108c,566c,Undirected,189601,,1
108p,252p,Undirected,189602,,14
108p,655p,Undirected,189603,,14
108p,1485p,Undirected,189604,,14
108p,1628p,Undirected,189605,,14
1091p,258p,Undirected,189606,,1
1091p,358p,Undirected,189607,,1
1091p,481p,Undirected,189608,,1
1091p,767p,Undirected,189609,,1
1091p,352c,Undirected,189610,,1
1091p,1809p,Undirected,189611,,1
1092p,408c,Undirected,189612,,2
1092p,1444p,Undirected,189613,,2
1092p,1558p,Undirected,189614,,2
1093p,028p,Undirected,189615,,1
1093p,007c,Undirected,189616,,1
1093p,102p,Undirected,189617,,1
1093p,636p,Undirected,189618,,1
1093p,1455p,Undirected,189619,,1
1093p,1873p,Undirected,189620,,1
1094p,229c,Undirected,189621,,2
1095p,231c,Undirected,189622,,2
1095p,010c,Undirected,189623,,2
1095p,211p,Undirected,189624,,1
1095p,164c,Undirected,189625,,2
1095p,265c,Undirected,189626,,1
1095p,1247p,Undirected,189627,,2
1095p,1286p,Undirected,189628,,2
1095p,1469p,Undirected,189629,,1
1095p,496c,Undirected,189630,,2
1096p,204c,Undirected,189631,,1
1096p,072c,Undirected,189632,,1
1096p,349c,Undirected,189633,,1
1096p,389c,Undirected,189634,,1
1096p,569c,Undirected,189635,,1
1098p,056c,Undirected,189636,,1
1098p,115c,Undirected,189637,,1
1098p,175c,Undirected,189638,,1
1098p,218c,Undirected,189639,,1
1098p,317c,Undirected,189640,,1
1098p,332c,Undirected,189641,,1
1098p,352c,Undirected,189642,,1
1098p,542c,Undirected,189643,,1
1099p,644p,Undirected,189644,,4
1099p,248c,Undirected,189645,,4
1099p,759p,Undirected,189646,,4
1099p,927p,Undirected,189647,,4
109p,352p,Undirected,189648,,1
109p,1286p,Undirected,189649,,1
