Source,Target,Type,Id,Label,Weight,attribute
031s,564p,Directed,3311,,1,1
004s,565p,Directed,3312,,2,2
106s,566p,Directed,3313,,1,1
100s,567p,Directed,3314,,2,2
005s,568p,Directed,3315,,1,1
073s,568p,Directed,3316,,22,22
100s,569p,Directed,3317,,17,17
106s,570p,Directed,3318,,1,1
113s,570p,Directed,3319,,2,2
005s,571p,Directed,3320,,1,1
115s,572p,Directed,3321,,1,1
112s,572p,Directed,3322,,1,1
108s,573p,Directed,3323,,50,50
097s,574p,Directed,3324,,2,2
099s,575p,Directed,3325,,199,199
108s,575p,Directed,3326,,60,60
115s,575p,Directed,3327,,6,6
095s,576p,Directed,3328,,1,1
113s,577p,Directed,3329,,8,8
109s,578p,Directed,3330,,176,176
030s,579p,Directed,3331,,2,2
108s,580p,Directed,3332,,23,23
061s,581p,Directed,3333,,1,1
004s,582p,Directed,3334,,1,1
005s,583p,Directed,3335,,1,1
108s,583p,Directed,3336,,3,3
031s,584p,Directed,3337,,2,2
108s,584p,Directed,3338,,1,1
100s,584p,Directed,3339,,2,2
108s,585p,Directed,3340,,1,1
071s,586p,Directed,3341,,1,1
113s,587p,Directed,3342,,1,1
073s,588p,Directed,3343,,10,10
005s,589p,Directed,3344,,1,1
108s,589p,Directed,3345,,2,2
025s,591p,Directed,3346,,1,1
105s,591p,Directed,3347,,3,3
106s,591p,Directed,3348,,1,1
107s,591p,Directed,3349,,1,1
110s,591p,Directed,3350,,1,1
069s,591p,Directed,3351,,1,1
070s,591p,Directed,3352,,1,1
085s,591p,Directed,3353,,2,2
117s,591p,Directed,3354,,1,1
113s,591p,Directed,3355,,5,5
100s,592p,Directed,3356,,25,25
106s,593p,Directed,3357,,1,1
104s,593p,Directed,3358,,1,1
047s,594p,Directed,3359,,9,9
049s,594p,Directed,3360,,24,24
073s,595p,Directed,3361,,1,1
108s,596p,Directed,3362,,50,50
109s,596p,Directed,3363,,26,26
036s,597p,Directed,3364,,8,8
106s,597p,Directed,3365,,74,74
093s,597p,Directed,3366,,1,1
005s,598p,Directed,3367,,1,1
030s,598p,Directed,3368,,1,1
108s,598p,Directed,3369,,1,1
109s,599p,Directed,3370,,32,32
005s,600p,Directed,3371,,1,1
026s,600p,Directed,3372,,1,1
031s,600p,Directed,3373,,2,2
108s,600p,Directed,3374,,4,4
020s,601p,Directed,3375,,1,1
030s,602p,Directed,3376,,1,1
031s,603p,Directed,3377,,2,2
108s,603p,Directed,3378,,3,3
019s,604p,Directed,3379,,1,1
068s,605p,Directed,3380,,2,2
005s,606p,Directed,3381,,1,1
108s,607p,Directed,3382,,22,22
004s,608p,Directed,3383,,1,1
111s,608p,Directed,3384,,4,4
047s,609p,Directed,3385,,33,33
075s,610p,Directed,3386,,93,93
111s,611p,Directed,3387,,2,2
110s,612p,Directed,3388,,1,1
020s,613p,Directed,3389,,2,2
117s,614p,Directed,3390,,1,1
116s,615p,Directed,3391,,21,21
005s,616p,Directed,3392,,1,1
105s,616p,Directed,3393,,1,1
036s,617p,Directed,3394,,1,1
039s,618p,Directed,3395,,1,1
093s,619p,Directed,3396,,1,1
106s,620p,Directed,3397,,2,2
083s,621p,Directed,3398,,1,1
108s,622p,Directed,3399,,1,1
107s,623p,Directed,3400,,1,1
069s,623p,Directed,3401,,1,1
093s,624p,Directed,3402,,2,2
046s,626p,Directed,3403,,1,1
106s,626p,Directed,3404,,1,1
108s,627p,Directed,3405,,1,1
042s,628p,Directed,3406,,1,1
108s,629p,Directed,3407,,1,1
031s,629p,Directed,3408,,1,1
093s,630p,Directed,3409,,1,1
005s,631p,Directed,3410,,1,1
108s,631p,Directed,3411,,1,1
108s,632p,Directed,3412,,1,1
031s,633p,Directed,3413,,6,6
031s,634p,Directed,3414,,1,1
004s,635p,Directed,3415,,1,1
104s,636p,Directed,3416,,1,1
108s,637p,Directed,3417,,5,5
031s,638p,Directed,3418,,2,2
105s,639p,Directed,3419,,21,21
005s,640p,Directed,3420,,2,2
108s,640p,Directed,3421,,1,1
031s,641p,Directed,3422,,1,1
005s,642p,Directed,3423,,1,1
002s,643p,Directed,3424,,1,1
100s,644p,Directed,3425,,16,16
108s,645p,Directed,3426,,44,44
030s,646p,Directed,3427,,1,1
108s,647p,Directed,3428,,1,1
004s,648p,Directed,3429,,1,1
075s,649p,Directed,3430,,43,43
068s,650p,Directed,3431,,5,5
030s,651p,Directed,3432,,1,1
031s,652p,Directed,3433,,1,1
100s,652p,Directed,3434,,5,5
108s,654p,Directed,3435,,1,1
100s,654p,Directed,3436,,2,2
026s,653p,Directed,3437,,1,
103s,655p,Directed,3438,,14,14
100s,656p,Directed,3439,,5,5
007s,657p,Directed,3440,,2,2
115s,657p,Directed,3441,,1,1
005s,658p,Directed,3442,,3,3
078s,658p,Directed,3443,,1,1
115s,659p,Directed,3444,,1,1
106s,660p,Directed,3445,,2,2
020s,661p,Directed,3446,,2,2
112s,661p,Directed,3447,,1,1
107s,662p,Directed,3448,,2,2
005s,664p,Directed,3449,,1,1
108s,663p,Directed,3450,,2,2
100s,665p,Directed,3451,,5,5
113s,666p,Directed,3452,,2,2
105s,667p,Directed,3453,,2,2
113s,667p,Directed,3454,,27,27
108s,668p,Directed,3455,,2,2
100s,669p,Directed,3456,,4,4
030s,670p,Directed,3457,,1,1
087s,671p,Directed,3458,,1,1
105s,672p,Directed,3459,,1,1
031s,673p,Directed,3460,,1,1
108s,673p,Directed,3461,,1,1
105s,674p,Directed,3462,,6,6
106s,675p,Directed,3463,,1,1
107s,675p,Directed,3464,,2,2
108s,676p,Directed,3465,,5,5
031s,677p,Directed,3466,,1,1
108s,677p,Directed,3467,,1,1
106s,678p,Directed,3468,,1,1
093s,680p,Directed,3469,,3,3
108s,681p,Directed,3470,,2,2
100s,682p,Directed,3471,,4,4
106s,683p,Directed,3472,,1,1
100s,685p,Directed,3473,,5,5
105s,686p,Directed,3474,,1,1
108s,687p,Directed,3475,,1,1
100s,688p,Directed,3476,,65,65
111s,689p,Directed,3477,,4,4
098s,690p,Directed,3478,,14,14
105s,691p,Directed,3479,,49,49
073s,691p,Directed,3480,,5,5
075s,691p,Directed,3481,,21,21
075s,692p,Directed,3482,,21,21
026s,693p,Directed,3483,,1,1
023s,694p,Directed,3484,,1,1
009s,695p,Directed,3485,,1,1
051s,695p,Directed,3486,,5,5
108s,695p,Directed,3487,,2,2
078s,695p,Directed,3488,,4,4
036s,700p,Directed,3489,,2,2
100s,697p,Directed,3490,,1,1
005s,696p,Directed,3491,,1,1
108s,698p,Directed,3492,,2,2
107s,699p,Directed,3493,,1,1
043s,700p,Directed,3494,,2,2
040s,701p,Directed,3495,,1,1
105s,701p,Directed,3496,,2,2
110s,701p,Directed,3497,,3,3
070s,701p,Directed,3498,,1,1
075s,701p,Directed,3499,,2,2
097s,701p,Directed,3500,,1,1
113s,701p,Directed,3501,,3,3
108s,702p,Directed,3502,,33,33
114s,703p,Directed,3503,,39,39
107s,703p,Directed,3504,,12,12
108s,703p,Directed,3505,,50,50
109s,703p,Directed,3506,,43,43
113s,704p,Directed,3507,,1,1
109s,705p,Directed,3508,,32,32
100s,707p,Directed,3509,,7,7
050s,706p,Directed,3510,,2,2
063s,708p,Directed,3511,,1,1
100s,709p,Directed,3512,,21,21
036s,710p,Directed,3513,,5,5
085s,711p,Directed,3514,,1,1
005s,712p,Directed,3515,,1,1
113s,713p,Directed,3516,,1,1
107s,714p,Directed,3517,,1,1
006s,715p,Directed,3518,,1,1
093s,715p,Directed,3519,,1,1
105s,717p,Directed,3520,,20,20
108s,718p,Directed,3521,,1,1
050s,719p,Directed,3522,,1,1
105s,720p,Directed,3523,,11,11
050s,720p,Directed,3524,,1,1
097s,720p,Directed,3525,,1,1
113s,720p,Directed,3526,,1,1
105s,722p,Directed,3527,,3,3
005s,723p,Directed,3528,,1,1
020s,724p,Directed,3529,,1,1
107s,725p,Directed,3530,,1,1
107s,726p,Directed,3531,,8,8
107s,727p,Directed,3532,,8,8
004s,728p,Directed,3533,,1,1
108s,729p,Directed,3534,,26,26
109s,729p,Directed,3535,,62,62
110s,730p,Directed,3536,,1,1
108s,731p,Directed,3537,,1,1
108s,732p,Directed,3538,,1,1
005s,733p,Directed,3539,,3,3
108s,733p,Directed,3540,,2,2
100s,733p,Directed,3541,,2,2
020s,734p,Directed,3542,,1,1
117s,735p,Directed,3543,,1,1
102s,736p,Directed,3544,,2,2
106s,736p,Directed,3545,,2,2
107s,736p,Directed,3546,,1,1
031s,737p,Directed,3547,,1,1
108s,737p,Directed,3548,,1,1
100s,737p,Directed,3549,,4,4
078s,738p,Directed,3550,,1,1
106s,739p,Directed,3551,,2,2
113s,740p,Directed,3552,,1,1
105s,741p,Directed,3553,,1,1
106s,742p,Directed,3554,,1,1
115s,742p,Directed,3555,,17,17
027s,743p,Directed,3556,,1,1
105s,743p,Directed,3557,,13,13
106s,743p,Directed,3558,,8,8
107s,743p,Directed,3559,,1,1
085s,743p,Directed,3560,,2,2
105s,744p,Directed,3561,,1,1
108s,744p,Directed,3562,,1,1
114s,744p,Directed,3563,,2,2
115s,744p,Directed,3564,,1,1
117s,744p,Directed,3565,,2,2
093s,745p,Directed,3566,,1,1
005s,746p,Directed,3567,,3,3
073s,746p,Directed,3568,,6,6
100s,747p,Directed,3569,,5,5
062s,748p,Directed,3570,,1,1
004s,749p,Directed,3571,,1,1
031s,750p,Directed,3572,,1,1
002s,751p,Directed,3573,,1,1
031s,752p,Directed,3574,,1,1
100s,753p,Directed,3575,,2,2
110s,754p,Directed,3576,,1,1
105s,755p,Directed,3577,,7,7
075s,755p,Directed,3578,,1,1
108s,756p,Directed,3579,,1,1
005s,757p,Directed,3580,,1,1
004s,758p,Directed,3581,,1,1
031s,758p,Directed,3582,,1,1
100s,759p,Directed,3583,,33,33
005s,760p,Directed,3584,,1,1
031s,760p,Directed,3585,,1,1
108s,760p,Directed,3586,,2,2
105s,761p,Directed,3587,,2,2
023s,762p,Directed,3588,,1,1
100s,763p,Directed,3589,,4,4
069s,764p,Directed,3590,,3,3
115s,764p,Directed,3591,,1,1
113s,764p,Directed,3592,,1,1
105s,765p,Directed,3593,,1,1
113s,766p,Directed,3594,,1,1
005s,767p,Directed,3595,,2,2
100s,768p,Directed,3596,,2,2
005s,769p,Directed,3597,,2,2
031s,770p,Directed,3598,,1,1
100s,770p,Directed,3599,,5,5
032s,771p,Directed,3600,,1,1
073s,772p,Directed,3601,,1,1
100s,772p,Directed,3602,,5,5
108s,773p,Directed,3603,,3,3
106s,774p,Directed,3604,,1,1
107s,775p,Directed,3605,,37,37
114s,775p,Directed,3606,,39,39
117s,776p,Directed,3607,,1,1
107s,777p,Directed,3608,,37,37
105s,778p,Directed,3609,,1,1
069s,778p,Directed,3610,,3,3
085s,778p,Directed,3611,,2,2
115s,778p,Directed,3612,,1,1
113s,778p,Directed,3613,,4,4
101s,779p,Directed,3614,,41,41
109s,780p,Directed,3615,,26,26
111s,781p,Directed,3616,,2,2
095s,782p,Directed,3617,,2,2
005s,783p,Directed,3618,,1,1
026s,783p,Directed,3619,,1,1
031s,783p,Directed,3620,,1,1
105s,783p,Directed,3621,,2,2
108s,783p,Directed,3622,,2,2
073s,783p,Directed,3623,,1,1
030s,785p,Directed,3624,,1,1
101s,786p,Directed,3625,,11,11
073s,787p,Directed,3626,,4,4
106s,788p,Directed,3627,,93,93
005s,789p,Directed,3628,,1,1
031s,789p,Directed,3629,,1,1
106s,790p,Directed,3630,,3,3
110s,790p,Directed,3631,,2,2
115s,790p,Directed,3632,,1,1
115s,791p,Directed,3633,,9,9
110s,792p,Directed,3634,,19,19
108s,793p,Directed,3635,,26,26
073s,794p,Directed,3636,,10,10
049s,795p,Directed,3637,,4,4
118s,796p,Directed,3638,,1,1
030s,797p,Directed,3639,,1,1
079s,797p,Directed,3640,,1,1
005s,798p,Directed,3641,,1,1
108s,800p,Directed,3642,,2,2
105s,801p,Directed,3643,,1,1
017s,802p,Directed,3644,,1,1
075s,803p,Directed,3645,,1,1
061s,804p,Directed,3646,,1,1
108s,805p,Directed,3647,,1,1
100s,806p,Directed,3648,,4,4
110s,807p,Directed,3649,,43,43
031s,808p,Directed,3650,,1,1
105s,809p,Directed,3651,,1,1
117s,809p,Directed,3652,,1,1
100s,810p,Directed,3653,,2,2
107s,811p,Directed,3654,,1,1
105s,812p,Directed,3655,,1,1
005s,813p,Directed,3656,,1,1
101s,814p,Directed,3657,,21,21
110s,815p,Directed,3658,,12,12
108s,816p,Directed,3659,,4,4
005s,817p,Directed,3660,,1,1
079s,821p,Directed,3661,,1,1
113s,834p,Directed,3662,,1,1
113s,819p,Directed,3663,,1,1
108s,820p,Directed,3664,,1,1
005s,821p,Directed,3665,,1,1
100s,822p,Directed,3666,,4,4
108s,823p,Directed,3667,,1,1
064s,824p,Directed,3668,,13,13
069s,824p,Directed,3669,,1,1
100s,825p,Directed,3670,,4,4
